トークン	品詞
を無視して	['助詞', '名詞', '動詞', '助詞']
に先立つ	['助詞', '動詞']
を経営する	['助詞', '名詞', '動詞']
を共有する	['助詞', '名詞', '動詞']
を捕食する	['助詞', '名詞', '動詞']
を管理し	['助詞', '名詞', '動詞']
と発言している	['助詞', '名詞', '動詞', '助詞', '動詞']
を入手し	['助詞', '名詞', '動詞']
最寄りの	['名詞', '助詞']
に役立つ	['助詞', '動詞']
幼少の頃	['名詞', '助詞', '名詞']
反乱を起こした	['名詞', '助詞', '動詞', '助動詞']
影響を与えている	['名詞', '助詞', '動詞', '助詞', '動詞']
随所に	['名詞', '助詞']
エンジンを搭載した	['名詞', '助詞', '名詞', '動詞', '助動詞']
最大の特徴	['名詞', '助詞', '名詞']
を被った	['助詞', '動詞', '助動詞']
どれだけ	['名詞', '助詞']
自力で	['名詞', '助詞']
を告げる	['助詞', '動詞']
を固めた	['助詞', '動詞', '助動詞']
を筆頭に	['助詞', '名詞', '助詞']
の子として生まれる	['助詞', '名詞', '助詞', '動詞']
契約を交わし	['名詞', '助詞', '動詞']
を数える	['助詞', '動詞']
へ向かって	['助詞', '動詞', '助詞']
を司る	['助詞', '動詞']
の都合で	['助詞', '名詞', '助詞']
を持たせる	['助詞', '動詞', '動詞']
を営んでいた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を傷つけ	['助詞', '動詞']
着実に	['名詞', '助詞']
少尉に任官	['名詞', '助詞', '名詞']
を拒否する	['助詞', '名詞', '動詞']
を発生させる	['助詞', '名詞', '動詞', '動詞']
を拠点とし	['助詞', '名詞', '助詞', '動詞']
ことを指摘し	['名詞', '助詞', '名詞', '動詞']
かわりに	['名詞', '助詞']
を下げる	['助詞', '動詞']
を希望する	['助詞', '名詞', '動詞']
てもらった	['助詞', '動詞', '助動詞']
長を歴任	['名詞', '助詞', '名詞']
に騎乗し	['助詞', '名詞', '動詞']
を擁立し	['助詞', '名詞', '動詞']
同郷の	['名詞', '助詞']
へ進む	['助詞', '動詞']
が必要だ	['助詞', '名詞', '助動詞']
を辞し	['助詞', '動詞']
を操作する	['助詞', '名詞', '動詞']
試合に先発	['名詞', '助詞', '名詞']
を握った	['助詞', '動詞', '助動詞']
を統括する	['助詞', '名詞', '動詞']
に入れられ	['助詞', '動詞', '動詞']
に富んだ	['助詞', '動詞', '助動詞']
をさす	['助詞', '動詞']
に戻され	['助詞', '動詞', '動詞']
と指摘した	['助詞', '名詞', '動詞', '助動詞']
年の総選挙で	['名詞', '助詞', '接頭詞', '名詞', '助詞']
位に入賞	['名詞', '助詞', '名詞']
を樹立し	['助詞', '名詞', '動詞']
を引いて	['助詞', '動詞', '助詞']
内訳は	['名詞', '助詞']
と名乗って	['助詞', '動詞', '助詞']
を賜った	['助詞', '動詞', '助動詞']
を過ぎて	['助詞', '動詞', '助詞']
と題する	['助詞', '動詞']
に適している	['助詞', '動詞', '助詞', '動詞']
町に接する	['名詞', '助詞', '動詞']
部に入部	['名詞', '助詞', '名詞']
を発足させ	['助詞', '名詞', '動詞', '動詞']
と批判した	['助詞', '名詞', '動詞', '助動詞']
着に終わった	['名詞', '助詞', '動詞', '助動詞']
姿を見せ	['名詞', '助詞', '動詞']
を起点とし	['助詞', '名詞', '助詞', '動詞']
着に敗れ	['名詞', '助詞', '動詞']
と呼ぶこともある	['助詞', '動詞', '名詞', '助詞', '動詞']
科に入学	['名詞', '助詞', '名詞']
を出港し	['助詞', '名詞', '動詞']
の支配権	['助詞', '名詞', '名詞']
てしまっている	['助詞', '動詞', '助詞', '動詞']
本塁打を記録	['名詞', '助詞', '名詞']
が込められている	['助詞', '動詞', '動詞', '助詞', '動詞']
と発言し	['助詞', '名詞', '動詞']
学を学び	['名詞', '助詞', '動詞']
を探る	['助詞', '動詞']
に昇叙	['助詞', '名詞']
に赴く	['助詞', '動詞']
を発行する	['助詞', '名詞', '動詞']
メダルを獲得	['名詞', '助詞', '名詞']
を制圧し	['助詞', '名詞', '動詞']
父方の	['名詞', '助詞']
の面影	['助詞', '名詞']
が減っ	['助詞', '動詞']
幾度か	['名詞', '助詞']
独学で	['名詞', '助詞']
を使わず	['助詞', '動詞', '助動詞']
を併設し	['助詞', '名詞', '動詞']
へ戻り	['助詞', '動詞']
を放って	['助詞', '動詞', '助詞']
に認定され	['助詞', '名詞', '動詞', '動詞']
をクリアする	['助詞', '名詞', '動詞']
へ戻る	['助詞', '動詞']
を建てる	['助詞', '動詞']
を通す	['助詞', '動詞']
活動の場	['名詞', '助詞', '名詞']
を期待し	['助詞', '名詞', '動詞']
と定義し	['助詞', '名詞', '動詞']
作戦に参加	['名詞', '助詞', '名詞']
分の地点で	['名詞', '助詞', '名詞', '助詞']
を専攻し	['助詞', '名詞', '動詞']
墓地に埋葬された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
大半は	['名詞', '助詞']
曲を収録	['名詞', '助詞', '名詞']
が採られ	['助詞', '動詞', '動詞']
家督を相続し	['名詞', '助詞', '名詞', '動詞']
を約束し	['助詞', '名詞', '動詞']
に生育する	['助詞', '名詞', '動詞']
いずれにせよ	['名詞', '助詞', '動詞']
ことが発覚	['名詞', '助詞', '名詞']
を動員し	['助詞', '名詞', '動詞']
を募集し	['助詞', '名詞', '動詞']
両者とも	['名詞', '助詞']
の分離集落	['助詞', '名詞', '名詞']
になれる	['助詞', '動詞']
を製作する	['助詞', '名詞', '動詞']
を高めるため	['助詞', '動詞', '名詞']
幾度も	['名詞', '助詞']
契約を結んで	['名詞', '助詞', '動詞', '助詞']
みどりの窓口	['名詞', '助詞', '名詞']
を患い	['助詞', '動詞']
を持ちかけ	['助詞', '動詞']
に関与する	['助詞', '名詞', '動詞']
に準拠し	['助詞', '名詞', '動詞']
を検討する	['助詞', '名詞', '動詞']
を掲載した	['助詞', '名詞', '動詞', '助動詞']
に従わ	['助詞', '動詞']
を意図し	['助詞', '名詞', '動詞']
家督を継いだ	['名詞', '助詞', '動詞', '助動詞']
に譲渡され	['助詞', '名詞', '動詞', '動詞']
巨額の	['名詞', '助詞']
も務めている	['助詞', '動詞', '助詞', '動詞']
を要し	['助詞', '動詞']
銀メダルを獲得	['名詞', '助詞', '名詞']
に改編され	['助詞', '名詞', '動詞', '動詞']
に苦しむ	['助詞', '動詞']
に到達し	['助詞', '名詞', '動詞']
のも特徴	['名詞', '助詞', '名詞']
年の国勢調査	['名詞', '助詞', '名詞']
と見なす	['助詞', '動詞']
をおこなっ	['助詞', '動詞']
作品に出演	['名詞', '助詞', '名詞']
の消息	['助詞', '名詞']
を確立する	['助詞', '名詞', '動詞']
を専門とする	['助詞', '名詞', '助詞', '動詞']
きょうかい	['名詞', '助詞']
を図って	['助詞', '動詞', '助詞']
を評価し	['助詞', '名詞', '動詞']
を欠く	['助詞', '動詞']
活動を展開	['名詞', '助詞', '名詞']
に登板して	['助詞', '名詞', '動詞', '助詞']
と思われていた	['助詞', '動詞', '動詞', '助詞', '動詞', '助動詞']
になぞらえ	['助詞', '動詞']
を譲り	['助詞', '動詞']
傷を負っ	['名詞', '助詞', '動詞']
ことは無かった	['名詞', '助詞', '形容詞', '助動詞']
に応える	['助詞', '動詞']
の隣に	['助詞', '名詞', '助詞']
に上った	['助詞', '動詞', '助動詞']
を依頼され	['助詞', '名詞', '動詞', '動詞']
に遭った	['助詞', '動詞', '助動詞']
ことが発表され	['名詞', '助詞', '名詞', '動詞', '動詞']
を結んでいた	['助詞', '動詞', '助詞', '動詞', '助動詞']
ことがわかった	['名詞', '助詞', '動詞', '助動詞']
各所に	['名詞', '助詞']
に長け	['助詞', '動詞']
が建っている	['助詞', '動詞', '助詞', '動詞']
と改められた	['助詞', '動詞', '動詞', '助動詞']
ことを目的に	['名詞', '助詞', '名詞', '助詞']
外に出	['名詞', '助詞', '動詞']
を好んだ	['助詞', '動詞', '助動詞']
を売る	['助詞', '動詞']
と思っている	['助詞', '動詞', '助詞', '動詞']
から外され	['助詞', '動詞', '動詞']
で破って	['助詞', '動詞', '助詞']
に収容され	['助詞', '名詞', '動詞', '動詞']
役を演じる	['名詞', '助詞', '動詞']
が試みられ	['助詞', '動詞', '動詞']
を原作とした	['助詞', '名詞', '助詞', '動詞', '助動詞']
部長に就任	['名詞', '助詞', '名詞']
を制限する	['助詞', '名詞', '動詞']
を表現した	['助詞', '名詞', '動詞', '助動詞']
に満たない	['助詞', '動詞', '助動詞']
を旅し	['助詞', '名詞', '動詞']
を前身とする	['助詞', '名詞', '助詞', '動詞']
に助けられ	['助詞', '動詞', '動詞']
に着く	['助詞', '動詞']
はあったものの	['助詞', '動詞', '助動詞', '助詞']
を牽引し	['助詞', '名詞', '動詞']
にスカウトされ	['助詞', '名詞', '動詞', '動詞']
と評し	['助詞', '動詞']
を報告した	['助詞', '名詞', '動詞', '助動詞']
を奪って	['助詞', '動詞', '助詞']
に沿う	['助詞', '動詞']
を採る	['助詞', '動詞']
に準ずる	['助詞', '動詞']
を許す	['助詞', '動詞']
に吸収合併され	['助詞', '名詞', '名詞', '動詞', '動詞']
を設定する	['助詞', '名詞', '動詞']
を置いていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
も指摘されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
ボタンを押す	['名詞', '助詞', '動詞']
で占められ	['助詞', '動詞', '動詞']
と区別するため	['助詞', '名詞', '動詞', '名詞']
ていくことになる	['助詞', '動詞', '名詞', '助詞', '動詞']
を積んで	['助詞', '動詞', '助詞']
説が有力	['名詞', '助詞', '名詞']
に分かれており	['助詞', '動詞', '助詞', '動詞']
を念頭に	['助詞', '名詞', '助詞']
を担っている	['助詞', '動詞', '助詞', '動詞']
ことが出来ず	['名詞', '助詞', '動詞', '助動詞']
わけではなかった	['名詞', '助詞', '助詞', '形容詞', '助動詞']
と接触し	['助詞', '名詞', '動詞']
を定義する	['助詞', '名詞', '動詞']
を優先し	['助詞', '名詞', '動詞']
に押され	['助詞', '動詞', '動詞']
を患って	['助詞', '動詞', '助詞']
を含めると	['助詞', '動詞', '助詞']
について記述する	['助詞', '名詞', '動詞']
ようになっており	['名詞', '助詞', '動詞', '助詞', '動詞']
を評価する	['助詞', '名詞', '動詞']
性に優れ	['名詞', '助詞', '動詞']
世紀に入って	['名詞', '助詞', '動詞', '助詞']
体調を崩し	['名詞', '助詞', '動詞']
に協力する	['助詞', '名詞', '動詞']
がかけられ	['助詞', '動詞', '動詞']
重傷を負った	['名詞', '助詞', '動詞', '助動詞']
を移す	['助詞', '動詞']
を産んだ	['助詞', '動詞', '助動詞']
に占領され	['助詞', '名詞', '動詞', '動詞']
として挙げられる	['助詞', '動詞', '動詞']
を低下させ	['助詞', '名詞', '動詞', '動詞']
を頼って	['助詞', '動詞', '助詞']
に違反し	['助詞', '名詞', '動詞']
と話した	['助詞', '動詞', '助動詞']
をコンセプトに	['助詞', '名詞', '助詞']
得点を決め	['名詞', '助詞', '動詞']
を喪失し	['助詞', '名詞', '動詞']
を排除する	['助詞', '名詞', '動詞']
に依頼し	['助詞', '名詞', '動詞']
と衝突し	['助詞', '名詞', '動詞']
城を攻め	['名詞', '助詞', '動詞']
に埋葬され	['助詞', '名詞', '動詞', '動詞']
を認識し	['助詞', '名詞', '動詞']
を再現した	['助詞', '名詞', '動詞', '助動詞']
条件を満たす	['名詞', '助詞', '動詞']
と認識され	['助詞', '名詞', '動詞', '動詞']
を横断する	['助詞', '名詞', '動詞']
を握って	['助詞', '動詞', '助詞']
を売却し	['助詞', '名詞', '動詞']
に比して	['助詞', '動詞', '助詞']
を夢見	['助詞', '名詞']
を行ってきた	['助詞', '動詞', '助詞', '動詞', '助動詞']
の後裔	['助詞', '名詞']
を従え	['助詞', '動詞']
活躍の場	['名詞', '助詞', '名詞']
を記念する	['助詞', '名詞', '動詞']
に投入され	['助詞', '名詞', '動詞', '動詞']
を証明し	['助詞', '名詞', '動詞']
を通した	['助詞', '動詞', '助動詞']
を反映した	['助詞', '名詞', '動詞', '助動詞']
を発生させ	['助詞', '名詞', '動詞', '動詞']
を踏んだ	['助詞', '動詞', '助動詞']
当選を果たした	['名詞', '助詞', '動詞', '助動詞']
も兼ねて	['助詞', '動詞', '助詞']
に宛てた	['助詞', '動詞', '助動詞']
を独占し	['助詞', '名詞', '動詞']
に引き取られ	['助詞', '動詞', '動詞']
を襲う	['助詞', '動詞']
ことを目的とした	['名詞', '助詞', '名詞', '助詞', '動詞', '助動詞']
の死去により	['助詞', '名詞', '助詞']
を望んでいた	['助詞', '動詞', '助詞', '動詞', '助動詞']
に占める	['助詞', '動詞']
反乱を起こし	['名詞', '助詞', '動詞']
が贈られた	['助詞', '動詞', '動詞', '助動詞']
に搭載し	['助詞', '名詞', '動詞']
を宣告され	['助詞', '名詞', '動詞', '動詞']
依頼を受け	['名詞', '助詞', '動詞']
を出発し	['助詞', '名詞', '動詞']
に譲り	['助詞', '動詞']
時間がかかる	['名詞', '助詞', '動詞']
に応募し	['助詞', '名詞', '動詞']
と答えている	['助詞', '動詞', '助詞', '動詞']
に傾倒し	['助詞', '名詞', '動詞']
ことを目的とする	['名詞', '助詞', '名詞', '助詞', '動詞']
を救った	['助詞', '動詞', '助動詞']
を稼ぐ	['助詞', '動詞']
難色を示	['名詞', '助詞', '名詞']
立て続けに	['名詞', '助詞']
登録を抹消	['名詞', '助詞', '名詞']
本塁打を放った	['名詞', '助詞', '動詞', '助動詞']
に因んで名付けられた	['助詞', '動詞', '助詞', '動詞', '動詞', '助動詞']
を突き止め	['助詞', '動詞']
を走行する	['助詞', '名詞', '動詞']
を陥落させ	['助詞', '名詞', '動詞', '動詞']
票を獲得し	['名詞', '助詞', '名詞', '動詞']
を担っていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
に乗せて	['助詞', '動詞', '助詞']
を経る	['助詞', '動詞']
恋に落ち	['名詞', '助詞', '動詞']
